Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Activity (product.metafields.custom.activity),Badges (product.metafields.custom.badges),Buckle Color (product.metafields.custom.buckle_color),Buckle Material  (product.metafields.custom.buckle_material_),Buckle Width (product.metafields.custom.buckle_width),Bundle (product.metafields.custom.bundle),image with text - text (product.metafields.custom.image_with_text_text),Packs (product.metafields.custom.packs),Other (product.metafields.custom.product),Product Category (product.metafields.custom.product_category),Product Feature (product.metafields.custom.product_feature),Season (product.metafields.custom.season),Shipping (product.metafields.custom.shipping),Sock Color (product.metafields.custom.sock_color),Style (product.metafields.custom.sock_height),Buckle Style (product.metafields.custom.style),Video (product.metafields.custom.video),Warranty (product.metafields.custom.warranty),Wool Info (product.metafields.custom.wool_info),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Hidden Product (product.metafields.seo.hidden),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Brunei,Price / Brunei,Compare At Price / Brunei,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
ash-casual-crew-midweight-merino-wool-sock,Ash - Casual Crew Midweight Merino Wool Sock,"<p dir=""auto"">The Ash Merino Wool Sock is proof that performance doesn't have to be flashy. Our casual collection makes a statement of a different kind. Designed specifically for for people who are looking for all the benefits of a high performance wool without all the noise. With 55% merino wool, 41% nylon, and 5% elastane, this 10"" crew sock offers full-footbed midweight padding, seamless toes, <strong>StrongStrut®</strong> arch support, and <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management. Classic yet adventure-ready, it’s moisture-wicking, odor-resistant, and <strong>USA-Made with a lifetime warranty</strong>—perfect for daily wear on or off the trail.</p>",GRIP6,Apparel & Accessories > Clothing > Socks,Casual,crew,true,Size,sm,product.metafields.shopify.accessory-size,Color,ash,product.metafields.shopify.color-pattern,,,,ASH-SM-MW,73.708760125,shopify,120,deny,manual,23.00,,true,true,'194794144306,https://cdn.shopify.com/s/files/1/1310/9209/files/AshHero.jpg?v=1748612733,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,,,sm; md; lg; xl,,moisture-wicking,carbon; ash,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,md,,,ash,,,,,ASH-MD-MW,79.37866475,shopify,206,deny,manual,23.00,,true,true,'194794144313,https://cdn.shopify.com/s/files/1/1310/9209/files/AshUndertheHood.jpg?v=1748612733,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,lg,,,ash,,,,,ASH-LG-MW,87.8835216875,shopify,110,deny,manual,23.00,,true,true,'194794144320,https://cdn.shopify.com/s/files/1/1310/9209/files/AshCuffLogo.jpg?v=1748612733,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,xl,,,ash,,,,,ASH-XL-MW,96.388378625,shopify,40,deny,manual,23.00,,true,true,'194794144337,https://cdn.shopify.com/s/files/1/1310/9209/files/AshMidfoot1024.jpg?v=1748612733,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/AshIn-Step.jpg?v=1748612733,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/AshToebox1024.jpg?v=1748612733,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/AshYSeam1024.jpg?v=1748612733,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,Carbon - Casual Crew Midweight Merino Wool Sock,"<p dir=""auto"">The Carbon Merino Wool Sock is proof that performance doesn't have to be flashy. Our casual collection makes a statement of a different kind. Designed specifically for for people who are looking for all the benefits of a high performance wool without all the noise. With 55% merino wool, 41% nylon, and 5% elastane, this 10"" crew sock offers full-footbed midweight padding, seamless toes, <strong>StrongStrut®</strong> arch support, and <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management. Classic yet adventure-ready, it’s moisture-wicking, odor-resistant, and <strong>USA-Made with a lifetime warranty</strong>—perfect for daily wear on or off the trail.</p>",GRIP6,Apparel & Accessories > Clothing > Socks,Casual,crew,true,Size,sm,product.metafields.shopify.accessory-size,Color,carbon,product.metafields.shopify.color-pattern,,,,CARBON-SM-MW,73.708760125,shopify,125,deny,manual,23.00,,true,true,'194794144269,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonHero.jpg?v=1747508596,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'2,,sm; md; lg; xl,,moisture-wicking,carbon,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,md,,,carbon,,,,,CARBON-MD-MW,79.37866475,shopify,341,deny,manual,23.00,,true,true,'194794144276,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonUndertheHood.jpg?v=1748613053,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,lg,,,carbon,,,,,CARBON-LG-MW,87.8835216875,shopify,195,deny,manual,23.00,,true,true,'194794144283,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonCuffLogo.jpg?v=1748613053,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,xl,,,carbon,,,,,CARBON-XL-MW,96.388378625,shopify,34,deny,manual,23.00,,true,true,'194794144290,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonMidfoot1024.jpg?v=1748613053,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonIn-Step.jpg?v=1748613053,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonToebox1024.jpg?v=1748613053,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-casual-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CarbonYSeam1024.jpg?v=1748613053,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,Berry - Hike Crew Midweight Merino Wool Sock,"<p dir=""auto"">Introducing the Berry Merino Wool Sock. A product of rigorus testing and development, the Berry represents the ultimate in all-around hiking performance. We start with the ideal blend of premium 58% merino wool, 37% nylon for superior structure integrity, and 5% elastane to keep the sock snug to your foot, virtually eliminating blisters. The 10"" crew height offers warmth and protection from both footwear and the elements, and our proprietary midweight padding design that rises up the heel for added blister protection.  Padded tongue cushion, seamless toes, <strong>StrongStrut®</strong> arch-support, and full length <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management.  While built for performance and adventure, it's just as happy putting in miles at the local farmers market. Moisture-wicking, odor-resistant, and <strong>USA-Made </strong>with a<strong> lifetime warranty. </strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Hike,crew,true,size,sm,product.metafields.shopify.accessory-size,Color,berry,product.metafields.shopify.color-pattern,,,,BERRY-SM-MW,76.5437124375,shopify,45,deny,manual,23.00,,true,true,'194794144221,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryHero.jpg?v=1748612854,1,"",false,,,505381,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'1,,sm; md; lg; xl,hiking,moisture-wicking,berry,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,md,,,berry,,,,,BERRY-MD-MW,82.2136170625,shopify,41,deny,manual,23.00,,true,true,'194794144238,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryUndertheHood.jpg?v=1748612854,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,lg,,,berry,,,,,BERRY-LG-MW,90.718474,shopify,5,deny,manual,23.00,,true,true,'194794144245,https://cdn.shopify.com/s/files/1/1310/9209/files/Berry3.jpg?v=1748612854,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,xl,,,berry,,,,,BERRY-XL-MW,99.2233309375,shopify,13,deny,manual,23.00,,true,true,'194794144252,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryCuffLogo1024.jpg?v=1748612854,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryIn-Step.jpg?v=1748612854,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Berry1.jpg?v=1748612854,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryMidfoot1024.jpg?v=1748612854,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryToebox1024.jpg?v=1748612854,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/BerryYSeam1024.jpg?v=1748612854,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,Graphite - Hike Crew Midweight Merino Wool Sock,"<p dir=""auto"">Introducing the Graphite Merino Wool Sock. A product of rigorus testing and development, the Graphite represents the ultimate in all-around hiking performance. We start with the ideal blend of premium 58% merino wool, 37% nylon for superior structure integrity, and 5% elastane to keep the sock snug to your foot, virtually eliminating blisters. The 10"" crew height offers warmth and protection from both footwear and the elements, and our proprietary midweight padding design that rises up the heel for added blister protection.  Padded tongue cushion, seamless toes, <strong>StrongStrut®</strong> arch-support, and full length <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management.  While built for performance and adventure, it's just as happy putting in miles at the local farmers market. Moisture-wicking, odor-resistant, and <strong>USA-Made </strong>with a<strong> lifetime warranty. </strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Hike,crew,true,size,sm,product.metafields.shopify.accessory-size,Color,graphite,product.metafields.shopify.color-pattern,,,,GRAPHITE-SM-MW,76.5437124375,shopify,179,deny,manual,23.00,,true,true,'194794144184,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteHero.jpg?v=1748613215,1,"",false,,,505381,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'3,,sm; md; lg; xl,hiking,moisture-wicking,graphite,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,md,,,graphite,,,,,GRAPHITE-MD-MW,90.718474,shopify,423,deny,manual,23.00,,true,true,'194794144191,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteUndertheHood.jpg?v=1748613215,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,lg,,,graphite,,,,,GRAPHITE-LG-MW,90.718474,shopify,94,deny,manual,23.00,,true,true,'194794144207,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteCuffLogo.jpg?v=1748613215,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,xl,,,graphite,,,,,GRAPHITE-XL-MW,99.2233309375,shopify,89,deny,manual,23.00,,true,true,'194794144214,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteIn-Step.jpg?v=1748613215,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteMidfoot1024.jpg?v=1748613215,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteToebox1024.jpg?v=1748613215,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-hike-crew-midweight-merino-wool-sock-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraphiteYSeam1024.jpg?v=1748613215,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,Stone - Hike Crew Midweight Merino Wool Sock,"<p dir=""auto"">Introducing the Stone Merino Wool Sock. A product of rigorus testing and development, the Stone represents the ultimate in all-around hiking performance. We start with the ideal blend of premium 58% merino wool, 37% nylon for superior structure integrity, and 5% elastane to keep the sock snug to your foot, virtually eliminating blisters. The 10"" crew height offers warmth and protection from both footwear and the elements, and our proprietary midweight padding design that rises up the heel for added blister protection.  Padded tongue cushion, seamless toes, <strong>StrongStrut®</strong> arch-support, and full length <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management.  While built for performance and adventure, it's just as happy putting in miles at the local farmers market. Moisture-wicking, odor-resistant, and <strong>USA-Made </strong>with a<strong> lifetime warranty. </strong></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Hike,crew,true,size,sm,product.metafields.shopify.accessory-size,Color,stone,product.metafields.shopify.color-pattern,,,,STONE-SM-MW,76.5437124375,shopify,122,deny,manual,23.00,,true,true,'194794144146,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneHero.jpg?v=1748613530,1,"",false,,,505381,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'3,,sm; md; lg; xl,hiking,moisture-wicking,stone,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,md,,,stone,,,,,STONE-MD-MW,82.2136170625,shopify,111,deny,manual,23.00,,true,true,'194794144153,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneUndertheHood.jpg?v=1748613530,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,lg,,,stone,,,,,STONE-LG-MW,90.718474,shopify,35,deny,manual,23.00,,true,true,'194794144160,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneCuffLogo1024.jpg?v=1748613530,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,xl,,,stone,,,,,STONE-XL-MW,99.2233309375,shopify,6,deny,manual,23.00,,true,true,'194794144177,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneIn-Step.jpg?v=1748613530,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneMidfoot1024.jpg?v=1748613530,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneToebox1024.jpg?v=1748613530,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-hike-crew-midweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/StoneYSeam1024.jpg?v=1748613530,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,Campfire - Hike Crew Lightweight Merino Wool Sock,"<p><meta charset=""utf-8""><span>Our Campfire Merino Wool Sock is the ideal companion for your summer adventures.  Made with 53% merino wool, 41% nylon, and 6% elastane, this 10"" crew height offers warmth and protection from both footwear and the elements, and our lightweight cushion profile puts the padding in the areas where your foot needs it most. By removing the cushion in the mid-foot area, we create a sock that is more efficient in regulating heat and moisture for those hot days on the trail. With seamless toes, <strong>StrongStrut®</strong> arch-support, and  <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management, this sock is the ideal daily driver for those who depend on their feet.  Moisture-wicking, odor-resistant, and <strong>USA-Made </strong>with a<strong> lifetime warranty. </strong></span></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Hike,crew,true,Size,sm,product.metafields.shopify.accessory-size,,,,,,,CAMPFIRE-SM-LW,68.0388555,shopify,5,deny,manual,23.00,,true,true,'194794144108,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireHero.jpg?v=1748612998,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'6,,sm; md; lg; xl,hiking,moisture-wicking,campfire,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,md,,,,,,,,CAMPFIRE-MD-LW,70.8738078125,shopify,348,deny,manual,23.00,,true,true,'194794144115,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireUndertheHood.jpg?v=1748612998,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,lg,,,,,,,,CAMPFIRE-LG-LW,76.5437124375,shopify,63,deny,manual,23.00,,true,true,'194794144122,https://cdn.shopify.com/s/files/1/1310/9209/files/Campfire1.jpg?v=1748612998,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,xl,,,,,,,,CAMPFIRE-XL-LW,79.37866475,shopify,6,deny,manual,23.00,,true,true,'194794144139,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireEdgeLogo.jpg?v=1748612998,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireMidfoot1024.jpg?v=1748612998,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Campfire2.jpg?v=1748612998,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireIn-Step.jpg?v=1748612998,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireToebox1024.jpg?v=1748612998,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campfire-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CampfireYSeam1024.jpg?v=1748612998,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabin-hike-crew-lightweight-merino-wool-sock,Cabin - Hike Crew Lightweight Merino Wool Sock,"<p><meta charset=""utf-8""><span>Our Cabin Merino Wool Sock is the ideal companion for your summer adventures.  Made with 53% merino wool, 41% nylon, and 6% elastane, this 10"" crew height offers warmth and protection from both footwear and the elements, and our ligthweight cusion profile puts the padding in the areas where your foot needs it most. By removing the cusion in the mid-foot area, we create a sock that is more efficient in regulating heat and moisture for those hot days on the trail. With seamless toes, <strong>StrongStrut®</strong> arch-support, and  <strong>FreeVent®</strong> zones that provide enhanced breathability and moisture management, this sock is the ideal daily driver for those who depend on their feet.  Moisture-wicking, odor-resistant, and <strong>USA-Made </strong>with a<strong> lifetime warranty. </strong></span><br></p>",GRIP6,Apparel & Accessories > Clothing > Socks,Hike,crew,true,Size,sm,product.metafields.shopify.accessory-size,,,,,,,CABIN-SM-LW,68.0388555,shopify,134,deny,manual,23.00,,true,true,'194794144061,https://cdn.shopify.com/s/files/1/1310/9209/files/CabinHero.jpg?v=1748612955,1,"",false,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,Crew,,,,,,'7,,sm; md; lg; xl,hiking,moisture-wicking,cabin,merino; nylon; wool,unisex,,,,,,oz,,4.00,true,,,true,,,true,,,true,,,active
cabin-hike-crew-lightweight-merino-wool-sock,,,,,,,,,md,,,,,,,,CABIN-MD-LW,70.8738078125,shopify,90,deny,manual,23.00,,true,true,'194794144078,https://cdn.shopify.com/s/files/1/1310/9209/files/CabinUndertheHood.jpg?v=1748612955,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
cabin-hike-crew-lightweight-merino-wool-sock,,,,,,,,,lg,,,,,,,,CABIN-LG-LW,76.5437124375,shopify,47,deny,manual,23.00,,true,true,'194794144085,https://cdn.shopify.com/s/files/1/1310/9209/files/CabinEdgeLogo1024.jpg?v=1748612955,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
cabin-hike-crew-lightweight-merino-wool-sock,,,,,,,,,xl,,,,,,,,CABIN-XL-LW,79.37866475,shopify,0,deny,manual,23.00,,true,true,'194794144092,https://cdn.shopify.com/s/files/1/1310/9209/files/CabinIn-Step.jpg?v=1748612955,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,4.00,,,,,,,,,,,,,
cabin-hike-crew-lightweight-merino-wool-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/CabinMidfoot1024.jpg?v=1748612955,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
